Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,VisitorType_New_Visitor,VisitorType_Returning_Visitor
0.0,0.0,2.0,15.0,93.0,3646.278788,0.017204301,0.023117504,0.0,0.0,5.0,1.0,1.0,5.0,4.0,0.0,0.0,1.0
1.0,80.6,0.0,0.0,21.0,479.5857143,0.005,0.010555556,10.89761784,0.0,10.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0
3.0,21.5,2.0,70.875,28.0,1338.225,0.007070707,0.032525253,0.0,0.0,12.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0
5.0,75.89285714,0.0,0.0,51.0,4522.409524,0.015757576,0.042922078,3.229518182,1.0,5.0,2.0,2.0,6.0,2.0,1.0,0.0,1.0
1.0,54.5,0.0,0.0,26.0,531.5,0.007692308,0.023076923,44.92362122,0.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.1,0.0,0.0,12.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0
2.0,55.4,0.0,0.0,25.0,402.75,0.015384615,0.034065934,0.0,0.0,7.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,621.7266667,0.010526316,0.024035088,0.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,1606.333333,0.01,0.034761905,0.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,157.5,0.0,0.05,0.0,0.0,11.0,2.0,4.0,9.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,31.2,0.066666667,0.133333333,0.0,0.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
6.0,77.0,0.0,0.0,42.0,3436.066667,0.000757576,0.019480519,0.0,0.0,5.0,2.0,2.0,3.0,4.0,0.0,0.0,1.0
5.0,109.6,1.0,3.0,29.0,1980.266667,0.006060606,0.026262626,0.0,0.0,7.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0
3.0,167.0,0.0,0.0,42.0,1246.12,0.0,0.008888889,0.0,0.0,8.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,2.0,172.0,32.0,1227.047222,0.005882353,0.015787285,6.380862745,0.0,5.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.1,0.0,0.0,11.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
1.0,12.0,0.0,0.0,13.0,2004.5,0.028571429,0.04047619,0.0,0.0,3.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0
10.0,80.06666667,1.0,812.0,113.0,3282.583983,0.007377049,0.016691039,45.55270796,0.0,8.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,68.0,1806.166667,0.004411765,0.027941176,0.0,0.0,11.0,2.0,2.0,2.0,13.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,34.0,1070.098072,0.018627451,0.027103099,0.0,0.0,7.0,3.0,2.0,7.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,70.5,0.0,0.05,0.0,0.0,12.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0
1.0,42.0,0.0,0.0,10.0,1057.0,0.022222222,0.014814815,0.0,0.0,5.0,3.0,2.0,8.0,15.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.1,0.0,0.0,12.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,30.0,946.5952381,0.013333333,0.031333333,0.0,0.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
5.0,44.75,3.0,51.5,107.0,3074.852778,0.015454545,0.026239965,0.0,0.0,11.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0
4.0,94.86666667,0.0,0.0,22.0,812.1357143,0.008333333,0.042708333,18.08644865,0.0,7.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0
8.0,167.0,3.0,869.0,34.0,771.5916667,0.009090909,0.030876623,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0
1.0,4.0,3.0,148.5,5.0,185.8333333,0.0,0.01875,0.0,0.0,3.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0
2.0,26.0,1.0,6.0,103.0,3400.248897,0.014692557,0.025598706,0.0,0.0,11.0,3.0,2.0,9.0,13.0,1.0,0.0,1.0
3.0,31.5,0.0,0.0,13.0,956.5,0.0,0.04,0.0,0.0,3.0,2.0,2.0,1.0,13.0,0.0,0.0,1.0
3.0,124.0,0.0,0.0,13.0,173.0,0.0,0.017777778,0.0,0.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0
2.0,225.0,0.0,0.0,6.0,549.0,0.0,0.014285714,0.0,0.0,5.0,3.0,2.0,1.0,4.0,0.0,1.0,0.0
1.0,0.0,3.0,92.5,9.0,359.1666667,0.0,0.018181818,58.16727273,0.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0
2.0,94.6,1.0,74.6,16.0,199.0,0.0,0.015789474,0.0,0.0,7.0,1.0,2.0,9.0,2.0,0.0,1.0,0.0
3.0,59.5,0.0,0.0,2.0,13.1,0.0,0.008333333,0.0,0.0,9.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0
2.0,22.2,0.0,0.0,18.0,470.8966667,0.0,0.005,0.0,0.0,11.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,10.0,443.5,0.0,0.027777778,38.20940741,0.0,5.0,2.0,5.0,3.0,4.0,1.0,0.0,1.0
1.0,29.2,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,11.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0
2.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,5.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0
3.0,148.6666667,0.0,0.0,23.0,908.4666667,0.033333333,0.052840909,25.61645833,0.8,5.0,3.0,2.0,1.0,13.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,350.375,0.018181818,0.011688312,0.0,0.0,11.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0
3.0,112.75,6.0,287.5,27.0,1491.5,0.013968254,0.021326007,5.772982827,0.0,11.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,846.25,0.0,0.018181818,40.4014481,0.0,12.0,2.0,6.0,1.0,6.0,0.0,1.0,0.0
1.0,20.5,1.0,13.0,57.0,1518.903694,0.0,0.022947455,13.40247586,0.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,47.0,2455.147619,0.007407407,0.023703704,0.0,0.0,11.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,116.8333333,0.064285714,0.085714286,0.0,0.6,5.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,101.75,0.025,0.075,0.0,0.0,11.0,2.0,2.0,6.0,2.0,0.0,0.0,1.0
3.0,96.5,0.0,0.0,8.0,323.5,0.0,0.02,0.0,0.0,12.0,1.0,1.0,6.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,468.0,0.016666667,0.033333333,0.0,0.0,3.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0
6.0,176.25,12.0,404.0,41.0,2720.671429,0.012962963,0.033262108,8.833825926,0.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,190.0,0.0,0.066666667,0.0,0.0,3.0,2.0,7.0,4.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,1038.0,0.033333333,0.066666667,0.0,0.0,12.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,136.5,0.0,0.066666667,0.0,0.0,12.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,17.0,1394.666667,0.0,0.029761905,0.0,0.0,3.0,2.0,4.0,2.0,6.0,0.0,0.0,1.0
1.0,4.75,2.0,78.0,67.0,1231.136508,0.002985075,0.0110199,0.0,0.0,3.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,111.6666667,0.0,0.025,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,66.4,0.066666667,0.1,0.0,0.0,6.0,3.0,2.0,6.0,11.0,1.0,0.0,1.0
14.0,1261.916667,12.0,985.4190476,30.0,1956.022222,0.0030839,0.022907353,0.0,0.6,5.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
1.0,65.5,0.0,0.0,51.0,1544.855159,0.012244898,0.027755102,0.0,0.0,11.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,18.0,473.75,0.0375,0.046666667,0.0,0.6,5.0,3.0,2.0,6.0,3.0,0.0,0.0,1.0
2.0,95.8,0.0,0.0,83.0,4052.358631,0.000340136,0.008176477,19.61979883,0.0,9.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0
9.0,102.8666667,3.0,339.5,29.0,693.2541667,0.0,0.014705882,77.64914484,0.0,12.0,2.0,10.0,1.0,2.0,0.0,0.0,1.0
4.0,255.5,0.0,0.0,14.0,770.5,0.0,0.002666667,0.0,0.0,11.0,3.0,2.0,7.0,8.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,34.33333333,0.033333333,0.05,0.0,0.6,5.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,22.0,346.8333333,0.038095238,0.057142857,12.55885714,0.0,5.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,1040.2,0.0,0.011111111,115.98,0.0,5.0,2.0,2.0,6.0,2.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,21.0,987.9,0.01,0.016666667,0.0,0.0,12.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0
6.0,152.0,0.0,0.0,17.0,450.75,0.028571429,0.052380952,14.10739957,0.0,11.0,1.0,8.0,3.0,11.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,70.2,0.025,0.061111111,0.0,0.0,3.0,1.0,2.0,8.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,14.0,460.0,0.0,0.014285714,0.0,0.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,163.5,0.0,0.025,0.0,0.0,11.0,3.0,6.0,2.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,623.0769231,0.0,0.010884354,0.0,0.0,5.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,10.0,304.0,0.0,0.02,0.0,0.0,5.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0
4.0,171.25,0.0,0.0,22.0,851.5595238,0.004545455,0.031907308,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,372.8333333,0.0,0.0125,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
11.0,79.75,0.0,0.0,31.0,419.25,0.006818182,0.026893939,0.0,0.8,5.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
11.0,504.2833333,1.0,0.0,58.0,2451.058466,0.012365591,0.022769886,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,213.5,0.0,0.1,0.0,0.0,12.0,2.0,10.0,9.0,1.0,0.0,0.0,1.0
7.0,217.8333333,1.0,23.5,18.0,338.1272727,0.0,0.014393939,0.0,0.0,3.0,3.0,2.0,1.0,10.0,0.0,0.0,1.0
4.0,87.25,0.0,0.0,37.0,1336.208333,0.009756098,0.03902439,0.0,0.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
2.0,109.0,5.0,125.0,1.0,34.0,0.0,0.00952381,0.0,0.0,5.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,10.0,243.2,0.02,0.04,0.0,0.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0
5.0,38.57777778,2.0,9.0,7.0,584.3777778,0.0,0.064351852,0.0,0.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
8.0,237.5,4.0,142.0,30.0,1569.625,0.0,0.008108108,15.88906362,0.0,3.0,1.0,2.0,1.0,9.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11.0,3.0,2.0,3.0,10.0,0.0,0.0,0.0
13.0,110.7583333,1.0,3.0,34.0,858.9464286,0.0,0.011627907,17.78585727,0.0,11.0,2.0,2.0,5.0,10.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,23.0,553.15,0.034782609,0.069565217,0.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,63.0,0.0,0.066666667,0.0,0.8,5.0,1.0,1.0,9.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,5.0,9.0,279.0,0.04,0.041666667,0.0,0.0,11.0,3.0,2.0,7.0,8.0,1.0,1.0,0.0
5.0,91.5,0.0,0.0,14.0,187.9166667,0.0,0.02745098,0.0,0.0,12.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,50.0,0.033333333,0.066666667,0.0,0.0,5.0,2.0,5.0,6.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,749.8,0.0,0.015384615,23.00459544,0.0,7.0,2.0,2.0,1.0,4.0,0.0,1.0,0.0
14.0,160.1115392,6.0,1079.833333,154.0,7405.360281,0.004924242,0.021452975,8.533928457,0.0,11.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,15.0,1390.583333,0.025,0.05,39.48337116,0.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
2.0,69.0,2.0,92.0,37.0,796.9571429,0.0,0.0242741,3.978276423,0.0,3.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,419.75,0.0,0.006060606,0.0,0.0,3.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,51.0,0.0,0.1,0.0,0.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,24.0,460.45,0.016666667,0.031944444,0.0,0.4,5.0,2.0,2.0,6.0,13.0,0.0,0.0,1.0
0.0,0.0,16.0,1210.397619,5.0,279.8571429,0.003174603,0.012764202,0.0,0.0,3.0,2.0,2.0,1.0,8.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,975.5,0.08,0.1,0.0,0.0,11.0,3.0,2.0,3.0,13.0,0.0,0.0,1.0
10.0,1251.2,7.0,250.0,414.0,23888.81,0.009900332,0.027062016,1.033757336,0.0,9.0,2.0,2.0,4.0,13.0,0.0,0.0,1.0
8.0,146.0,5.0,125.5,99.0,3881.938907,0.001851852,0.026820988,10.12959599,0.0,11.0,2.0,2.0,9.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,283.5,0.0,0.010526316,0.0,0.8,5.0,2.0,4.0,1.0,6.0,0.0,0.0,1.0
6.0,355.5,0.0,0.0,11.0,134.9,0.013333333,0.005333333,0.0,0.0,3.0,3.0,2.0,1.0,8.0,1.0,1.0,0.0
1.0,993.0,0.0,0.0,28.0,1529.30467,0.001481481,0.009150327,0.0,0.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0
2.0,452.5,0.0,0.0,18.0,762.2380952,0.0,0.002352941,0.0,0.0,11.0,1.0,1.0,6.0,2.0,0.0,1.0,0.0
3.0,1499.571429,1.0,186.0,31.0,2905.943651,0.0,0.010215054,0.0,0.0,3.0,2.0,6.0,7.0,1.0,0.0,0.0,1.0
3.0,60.0,0.0,0.0,34.0,783.6363636,0.0,0.000505051,0.0,0.0,12.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0
7.0,235.75,4.0,66.5,37.0,729.7916667,0.004545455,0.018181818,60.42298474,0.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,140.1666667,0.0,0.0375,0.0,0.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0
4.0,140.475,1.0,0.0,48.0,1252.561414,0.014038462,0.024738632,0.0,0.0,11.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0
4.0,143.0666667,1.0,6.5,74.0,1294.405,0.002666667,0.010666667,0.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0
5.0,72.425,2.0,72.0,33.0,1143.657143,0.0,0.015888889,4.230212245,0.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0
1.0,18.0,1.0,6.0,122.0,7141.214642,0.012926829,0.01962467,0.0,0.0,11.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,139.5,0.0,0.028571429,0.0,0.0,5.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0
10.0,2407.42381,3.0,434.3,486.0,23050.10414,0.000323719,0.011248517,0.0,0.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
2.0,68.6,0.0,0.0,10.0,279.7666667,0.0,0.033333333,0.0,0.0,10.0,1.0,2.0,7.0,4.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,16.0,588.3333333,0.0,0.025,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,398.6944444,0.014814815,0.059259259,0.0,0.0,11.0,1.0,8.0,3.0,11.0,0.0,0.0,1.0
2.0,115.0,0.0,0.0,5.0,36.0,0.0,0.033333333,0.0,0.0,3.0,1.0,1.0,3.0,11.0,0.0,0.0,1.0
2.0,7.0,0.0,0.0,10.0,75.0,0.05,0.11,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
4.0,571.25,1.0,0.0,11.0,470.9166667,0.015384615,0.061538462,0.0,0.0,11.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
1.0,21.0,3.0,19.0,39.0,754.3194444,0.004651163,0.036124031,0.0,0.0,11.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,10.0,1186.6,0.02,0.08,0.0,0.0,8.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0
5.0,179.5,0.0,0.0,36.0,1792.8,0.0,0.004390244,0.0,0.0,3.0,2.0,2.0,3.0,10.0,0.0,0.0,1.0
3.0,156.8,4.0,262.75,12.0,350.4253968,0.002614379,0.041356389,0.0,0.4,5.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0
2.0,40.5,1.0,4.0,19.0,472.5416667,0.0,0.005,0.0,0.0,11.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0
3.0,91.66666667,2.0,12.0,29.0,1347.266667,0.0,0.008854167,0.0,0.0,12.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0
1.0,16.0,0.0,0.0,7.0,136.0,0.0,0.00952381,0.0,0.0,5.0,2.0,10.0,3.0,2.0,0.0,0.0,1.0
1.0,21.0,0.0,0.0,23.0,529.75,0.0,0.009090909,57.3158913,0.0,11.0,1.0,2.0,1.0,8.0,0.0,1.0,0.0
1.0,30.0,0.0,0.0,16.0,597.6,0.0,0.0125,0.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0
2.0,243.0,0.0,0.0,12.0,1180.5,0.0,0.007692308,0.0,0.0,3.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0
4.0,84.75,0.0,0.0,46.0,962.9011905,0.004444444,0.01212963,0.0,0.0,12.0,1.0,1.0,6.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,22.0,817.9590698,0.056060606,0.079518398,0.0,0.0,9.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0
0.0,0.0,2.0,31.0,3.0,47.0,0.04,0.08,0.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,0.0,1.0
5.0,282.0,0.0,0.0,8.0,326.0,0.0,0.022222222,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0
2.0,48.66666667,4.0,155.3333333,20.0,540.75,0.0,0.004166667,38.88816225,0.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,52.5,0.066666667,0.1,0.0,0.0,12.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,301.5,0.028571429,0.05952381,0.0,0.8,5.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,70.5,0.0,0.1,0.0,0.0,11.0,2.0,10.0,1.0,3.0,0.0,0.0,1.0
11.0,92.10151515,0.0,0.0,69.0,2183.007024,0.008552632,0.032956586,0.0,0.0,7.0,2.0,2.0,5.0,6.0,0.0,0.0,1.0
1.0,178.0,0.0,0.0,3.0,110.0,0.0,0.016666667,0.0,0.2,5.0,3.0,2.0,3.0,4.0,0.0,0.0,1.0
6.0,87.33333333,0.0,0.0,62.0,1470.853037,0.0,0.009683372,0.0,0.0,3.0,2.0,4.0,6.0,3.0,1.0,0.0,1.0
4.0,34.0,0.0,0.0,3.0,24.0,0.0,0.04,0.0,0.0,5.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,8.0,731.0,0.0,0.04375,0.0,0.0,3.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0
1.0,27.5,0.0,0.0,114.0,1403.720238,0.0,0.000589971,255.5691579,0.0,11.0,4.0,5.0,2.0,8.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,35.4,0.0,0.066666667,0.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2.0,152.8333333,0.0,0.0,20.0,791.6666667,0.011111111,0.016666667,41.35007203,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
2.0,26.0,0.0,0.0,19.0,3277.0,0.015789474,0.037894737,0.0,0.0,3.0,2.0,2.0,4.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,50.0,1241.75,0.0,0.008163265,47.83758971,0.0,11.0,2.0,10.0,1.0,2.0,0.0,1.0,0.0
0.0,0.0,2.0,5.5,141.0,4310.775,0.001408451,0.013891039,0.0,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.6,5.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
7.0,490.5,0.0,0.0,43.0,1286.916667,0.0,0.01037037,0.0,0.0,12.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,64.0,4492.311111,0.004761905,0.022705971,0.0,0.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,11.0,3.0,2.0,1.0,13.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,148.5,0.05,0.083333333,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1.0,73.0,0.0,0.0,12.0,2156.5,0.018181818,0.027272727,68.88769355,0.0,11.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0
0.0,0.0,3.0,44.0,52.0,1216.364286,0.050909091,0.073225108,0.0,0.0,9.0,3.0,2.0,1.0,13.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,512.25,0.0,0.014285714,0.0,0.0,12.0,3.0,2.0,1.0,11.0,0.0,1.0,0.0
